,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Player,Age,Tm,Pos,PTS,G,A,S,S,S%,SAtt.,Thru%,CF% rel,PDO,oZS%,dZS%,ATOI,TOI,TOI,GP,G,EV,PP,A,EV,PP,PPG/G,PPA/G,PTS
Mike Weber,23,BUF,D,0.29,0.07,0.22,0.91,53,7.5,122,43.4,-4.1,102.7,50.5,49.5,16:54,980,0:05,58,4,4,0,13,13,0,0,0,17
Nathan Gerbe,23,BUF,C,0.48,0.25,0.23,2.67,171,9.4,263,65,2.5,100.6,50.6,49.4,13:20,853,1:16,64,16,14,2,15,13,2,0.031,0.031,31
Nick Foligno,23,OTT,LW,0.41,0.17,0.24,1.82,149,9.4,218,67.9,-1.3,97,55.2,44.8,15:35,1277,1:45,82,14,9,5,20,15,5,0.061,0.061,34
Nicklas Backstrom,23,WSH,C,0.84,0.23,0.61,2.62,202,8.9,345,57.4,3.3,102.2,50.8,49.2,20:36,1586,3:20,77,18,13,4,47,29,18,0.052,0.234,65
Niclas Bergfors,23,TOT,RW,0.5,0.17,0.33,2.11,152,7.9,246,61.8,3.6,98,48.2,51.8,14:45,1062,1:42,72,12,9,3,24,18,6,0.042,0.083,36
Niklas Hjalmarsson,23,CHI,D,0.13,0.04,0.09,0.8,64,4.7,147,43.5,-4.5,101.2,49.6,50.4,18:29,1478,0:05,80,3,3,0,7,7,0,0,0,10
Phil Kessel,23,TOR,RW,0.78,0.39,0.39,3.96,325,9.8,561,57.9,-3,98.5,52.3,47.7,19:39,1611,3:45,82,32,19,12,32,21,11,0.146,0.134,64
Ryan O'Marra,23,EDM,C,0.24,0.05,0.19,0.62,13,7.7,19,68.4,-10.2,101.2,59.6,40.4,11:01,231,0:08,21,1,1,0,4,3,1,0,0.048,5
Ryan Stoa,23,COL,C,0.16,0.08,0.08,1.8,45,4.4,69,65.2,-2.9,97.8,49.4,50.6,13:21,334,1:33,25,2,2,0,2,0,2,0,0.08,4
Ryan Wilson,23,COL,D,0.24,0.04,0.19,0.93,62,4.8,136,45.6,-4,99,43.1,56.9,19:48,1327,0:47,67,3,2,1,13,12,1,0.015,0.015,16
Sergei Kostitsyn,23,NSH,LW,0.65,0.3,0.35,1.21,93,24.7,185,50.3,-1.1,102.9,49.5,50.5,15:11,1170,1:53,77,23,18,4,27,18,9,0.052,0.117,50
Sidney Crosby,23,PIT,C,1.61,0.78,0.83,3.93,161,19.9,277,57.8,-1.1,104.4,47.4,52.6,21:55,899,5:25,41,32,21,10,34,25,9,0.244,0.22,66
Steve Downie,23,TBL,RW,0.56,0.18,0.39,1.46,83,12,140,59.3,2.3,101.4,49.7,50.3,14:31,828,2:15,57,10,8,2,22,19,3,0.035,0.053,32
Theo Peckham,23,EDM,D,0.18,0.04,0.14,0.58,41,7.3,111,36.9,-3,100.6,46.9,53.1,18:36,1320,0:06,71,3,3,0,10,10,0,0,0,13
Tom Pyatt,23,MTL,C,0.11,0.03,0.08,1.07,65,3.1,119,54.6,-1.6,99,50.2,49.8,10:38,649,0:02,61,2,2,0,5,3,0,0,0,7
Vladimir Sobotka,23,STL,C,0.45,0.11,0.34,1.15,75,9.3,140,53.6,2,98.2,49,51,16:11,1052,0:50,65,7,5,1,22,18,4,0.015,0.062,29
Vladimir Zharkov,23,NJD,RW,0.11,0.05,0.05,1.05,40,5,59,67.8,-1.8,100.3,55.6,44.4,11:20,431,0:26,38,2,2,0,2,2,0,0,0,4
Aaron Gagnon,24,DAL,C,0.11,0,0.11,0.47,9,0,26,34.6,2,98,48.1,51.9,8:04,153,0:06,19,0,0,0,2,2,0,0,0,2
Adam McQuaid,24,BOS,D,0.22,0.04,0.18,0.69,46,6.5,123,37.4,-4,106.4,46.7,53.3,14:52,996,0:03,67,3,3,0,12,12,0,0,0,15
Alexander Edler,24,VAN,D,0.65,0.16,0.49,2.37,121,6.6,275,44,0.3,101.8,59.2,40.8,24:17:00,1239,3:46,51,8,3,5,25,13,12,0.098,0.235,33
Andrej Sekera,24,BUF,D,0.38,0.04,0.34,1.16,88,3.4,228,38.6,2.7,100.9,54,46,21:06,1603,2:05,76,3,3,0,26,20,6,0,0.079,29
Andrew Desjardins,24,SJS,C,0.18,0.06,0.12,0.71,12,8.3,23,52.2,-3.2,95.9,59.6,40.4,7:08,121,0:03,17,1,1,0,2,2,0,0,0,3
Andrew MacDonald,24,NYI,D,0.45,0.07,0.38,1.2,72,5.6,187,37.4,-2,102.2,44.6,55.4,23:25,1405,2:58,60,4,3,1,23,12,11,0.017,0.183,27
Anton Stralman,24,CBJ,D,0.35,0.02,0.33,1.57,80,1.3,175,45.7,3.1,97.4,53.4,46.6,19:44,1006,2:57,51,1,0,1,17,8,9,0.02,0.176,18
Benoit Pouliot,24,MTL,LW,0.38,0.16,0.22,1.63,129,10.1,212,60.4,4.6,99.2,51.3,48.7,11:32,911,0:48,79,13,12,1,17,17,0,0.013,0,30
Blair Jones,24,TBL,C,0.17,0.06,0.11,1.11,20,5,32,62.5,2.9,96.1,66.7,33.3,8:01,144,0:01,18,1,1,0,2,2,0,0,0,3
Blake Comeau,24,NYI,RW,0.6,0.31,0.29,2.36,182,13.2,352,50.6,-0.4,97.3,44.5,55.5,18:41,1439,2:28,77,24,18,5,22,15,7,0.065,0.091,46
Blake Wheeler,24,TOT,RW,0.54,0.22,0.32,2.21,179,10.1,292,61.3,-1.3,101,54.4,45.6,16:15,1316,1:19,81,18,18,0,26,21,5,0,0.062,44
Brandon Dubinsky,24,NYR,C,0.7,0.31,0.39,2.62,202,11.9,343,58.9,-1.9,99.1,48.1,51.9,20:14,1557,3:04,77,24,18,4,30,21,7,0.052,0.091,54
Bryan Bickell,24,CHI,LW,0.47,0.22,0.26,1.67,130,13.1,219,59.4,-9.6,102.1,44.8,55.2,13:50,1079,0:55,78,17,15,2,20,19,1,0.026,0.013,37
Cal O'Reilly,24,NSH,C,0.47,0.16,0.32,1.16,44,13.6,77,57.1,0.3,100.7,48.7,51.3,16:54,642,2:19,38,6,5,1,12,9,3,0.026,0.079,18
Cam Barker,24,MIN,D,0.1,0.02,0.08,0.85,44,2.3,109,40.4,-2.5,99.9,51,49,16:24,853,1:22,52,1,1,0,4,2,2,0,0.038,5
Carl Gunnarsson,24,TOR,D,0.29,0.06,0.24,1.01,69,5.8,157,43.9,-1.2,100.5,46.7,53.3,18:15,1240,1:20,68,4,3,1,16,13,3,0.015,0.044,20
Chris Butler,24,BUF,D,0.18,0.04,0.14,1.06,52,3.8,119,43.7,4.1,100.9,50.8,49.2,18:10,890,1:12,49,2,2,0,7,6,1,0,0.02,9
Chris Mueller,24,NSH,C,0.2,0,0.2,0.47,7,0,12,58.3,-14.2,103,36.5,63.5,8:38,130,0:05,15,0,0,0,3,3,0,0,0,3
Colin Greening,24,OTT,C,0.54,0.25,0.29,2.38,57,10.5,91,62.6,2.7,100.6,47.2,52.8,15:05,362,0:28,24,6,6,0,7,7,0,0,0,13
Darren Helm,24,DET,C,0.39,0.15,0.24,2.16,177,6.8,289,61.2,0.4,99.8,49.2,50.8,13:18,1091,0:03,82,12,10,0,20,19,0,0,0,32
Dave Bolland,24,CHI,C,0.61,0.25,0.36,1.67,102,14.7,179,57,-7,102.9,33.5,66.5,17:39,1076,2:01,61,15,11,4,22,14,8,0.066,0.131,37
David Desharnais,24,MTL,C,0.51,0.19,0.33,1.28,55,14.5,82,67.1,1,98.4,47.2,52.8,12:52,553,1:53,43,8,4,4,14,10,4,0.093,0.093,22
David Krejci,24,BOS,C,0.83,0.17,0.65,2.09,157,8.3,266,59,-0.9,103.8,51.7,48.3,18:51,1414,2:41,75,13,12,1,49,38,11,0.013,0.147,62
Derek Dorsett,24,CBJ,RW,0.22,0.05,0.17,1.47,112,3.6,195,57.4,-4.3,96.2,41.1,58.9,13:13,1004,0:06,76,4,4,0,13,10,0,0,0,17
Devin Setoguchi,24,SJS,RW,0.57,0.31,0.26,2.76,199,11.1,346,57.5,-2.5,99.1,55.7,44.3,15:12,1095,1:57,72,22,18,4,19,13,6,0.056,0.083,41
Erik Condra,24,OTT,RW,0.42,0.23,0.19,1.85,48,12.5,82,58.5,2.6,98.5,58,42,15:52,413,0:43,26,6,5,1,5,4,0,0.038,0,11
Evgeni Malkin,24,PIT,C,0.86,0.35,0.51,4.23,182,8.2,320,56.6,6.2,96.6,56.1,43.9,19:49,852,5:20,43,15,10,5,22,13,9,0.116,0.209,37
Gilbert Brule,24,EDM,C,0.22,0.17,0.05,1.76,72,9.7,112,64.3,-0.8,99.1,50,50,13:48,565,1:16,41,7,6,1,2,2,0,0.024,0,9
Jack Johnson,24,LAK,D,0.51,0.06,0.45,1.87,153,3.3,385,39.7,-5,98.6,52,48,23:12,1902,3:53,82,5,2,3,37,11,25,0.037,0.305,42
Jannik Hansen,24,VAN,LW,0.35,0.11,0.24,1.38,113,8,185,61.1,-4.3,102.3,33.8,66.2,14:43,1206,0:07,82,9,9,0,20,19,0,0,0,29
Jared Boll,24,CBJ,RW,0.16,0.1,0.07,0.9,66,10.6,107,60.7,1.2,98.9,58.7,41.3,7:40,560,0:04,73,7,7,0,5,5,0,0,0,12
Jeff Schultz,24,WSH,D,0.14,0.01,0.13,0.47,34,2.9,93,35.5,-4.2,100.8,49.2,50.8,19:47,1424,0:04,72,1,1,0,9,7,0,0,0,10
John McCarthy,24,SJS,LW,0.11,0.05,0.05,1.11,41,4.9,71,57.7,-5.7,94.5,60.5,39.5,8:45,323,0:00,37,2,2,0,2,2,0,0,0,4
Keith Yandle,24,PHX,D,0.72,0.13,0.59,2.43,199,5.5,430,46.3,0.2,101.9,52.7,47.3,24:23:00,1999,4:05,82,11,8,3,48,24,23,0.037,0.28,59
Kevin Porter,24,COL,RW,0.34,0.19,0.15,1.38,102,13.7,201,50.2,-2,99.1,44.8,55.2,13:49,1023,1:37,74,14,13,1,11,10,1,0.014,0.014,25
Kris Versteeg,24,TOT,RW,0.58,0.26,0.31,2.25,180,11.7,366,49.2,-0.1,98.8,52.5,47.5,17:44,1418,2:52,80,21,14,6,25,17,8,0.075,0.1,46
Kyle Chipchura,24,ANA,C,0.05,0,0.05,0.58,23,0,34,67.6,-1.4,101.2,64.5,35.5,8:00,320,0:01,40,0,0,0,2,2,0,0,0,2
Kyle Cumiskey,24,COL,D,0.44,0.06,0.39,1.17,21,4.8,39,53.8,0,97.8,54.5,45.5,19:40,354,2:07,18,1,1,0,7,6,1,0,0.056,8
Ladislav Smid,24,EDM,D,0.13,0,0.13,0.62,48,0,121,39.7,2,99,47.3,52.7,20:17,1582,0:45,78,0,0,0,10,9,1,0,0.013,10
Lauri Korpikoski,24,PHX,LW,0.51,0.24,0.27,1.3,103,18.4,192,53.6,-7.2,104.4,44.1,55.9,15:32,1227,0:41,79,19,17,0,21,18,1,0,0.013,40
Marc Staal,24,NYR,D,0.38,0.09,0.29,1.51,116,6,234,49.6,-4.4,100.8,47.1,52.9,25:44:00,1982,2:38,77,7,1,4,22,13,7,0.052,0.091,29
Mark Fistric,24,DAL,D,0.09,0.04,0.05,0.46,26,7.7,81,32.1,-7,99.1,49.3,50.7,14:23,820,0:00,57,2,2,0,3,2,0,0,0,5
Mark Fraser,24,NJD,D,0.08,0,0.08,0.62,16,0,37,43.2,4.6,100.5,54.3,45.7,13:59,363,0:04,26,0,0,0,2,2,0,0,0,2
Matt D'Agostini,24,STL,RW,0.56,0.26,0.3,1.99,163,12.9,286,57,-0.6,101.1,50.6,49.4,14:46,1210,1:39,82,21,15,6,25,17,8,0.073,0.098,46
Matt Niskanen,24,TOT,D,0.16,0.02,0.14,1.22,77,1.3,190,40.5,2.7,100.6,55.1,44.9,16:32,1041,1:48,63,1,1,0,9,4,5,0,0.079,10
Matt Taormina,24,NJD,D,0.29,0.18,0.12,2.24,38,7.9,72,52.8,-1.3,96.9,60.1,39.9,20:40,351,3:03,17,3,2,1,2,2,0,0.059,0,5
Micheal Haley,24,NYI,C,0.11,0.07,0.04,0.48,13,15.4,24,54.2,-12.8,99.4,45.8,54.2,8:02,217,0:11,27,2,2,0,1,1,0,0,0,3
Nikita Nikitin,24,STL,D,0.22,0.02,0.2,1.12,46,2.2,109,42.2,-1.9,99.8,54.8,45.2,16:24,672,1:17,41,1,1,0,8,4,4,0,0.098,9
Nikolai Kulemin,24,TOR,LW,0.7,0.37,0.33,2.11,173,17.3,314,55.1,3.2,101.5,51.2,48.8,17:19,1421,2:39,82,30,24,5,27,19,8,0.061,0.098,57
Olivier Magnan,24,NJD,D,0,0,0,0.44,8,0,20,40,1.2,95.7,55.9,44.1,15:43,283,0:02,18,0,0,0,0,0,0,0,0,0
Patric Hornqvist,24,NSH,RW,0.61,0.27,0.34,3.35,265,7.9,391,67.8,4.8,101,55.6,44.4,15:44,1242,2:45,79,21,15,6,27,19,8,0.076,0.101,48
Patrick Kaleta,24,BUF,RW,0.18,0.08,0.1,1.27,65,6.2,93,69.9,-3.8,97.2,50.4,49.6,10:11,520,0:06,51,4,3,0,5,5,0,0,0,9
Peter Regin,24,OTT,C,0.31,0.05,0.25,1.58,87,3.4,158,55.1,3,97.9,54.1,45.9,13:23,736,1:01,55,3,3,0,14,12,2,0,0.036,17
Rob Schremp,24,TOT,C,0.41,0.21,0.21,1.32,83,15.7,147,55.1,-2.7,95.1,43.8,56.2,14:02,885,1:44,63,13,9,4,13,10,3,0.063,0.048,26
Roman Polak,24,STL,D,0.22,0.05,0.16,0.98,54,5.6,111,48.6,-4.5,99.6,43.3,56.7,19:57,1098,0:05,55,3,3,0,9,9,0,0,0,12
Ryan Reaves,24,STL,RW,0.14,0.07,0.07,0.57,16,12.5,23,69.6,-11.7,99.8,59.3,40.7,6:48,191,0:04,28,2,2,0,2,2,0,0,0,4
T.J. Oshie,24,STL,C,0.69,0.24,0.45,2.1,103,11.7,195,52.8,2.9,100.7,55.2,44.8,19:11,940,2:35,49,12,8,3,22,16,6,0.061,0.122,34
Tom Wandell,24,DAL,C,0.12,0.09,0.03,1.25,94,7.4,197,47.7,1.9,98.8,49,51,11:45,882,0:10,75,7,7,0,2,2,0,0,0,9
Trevor Lewis,24,LAK,C,0.18,0.04,0.14,1.46,105,2.9,182,57.7,-6,97.8,53.9,46.1,11:29,827,0:03,72,3,3,0,10,10,0,0,0,13
Tyler Bozak,24,TOR,C,0.39,0.18,0.21,1.46,120,12.5,202,59.4,-3.4,97,52.3,47.7,19:17,1581,2:57,82,15,8,6,17,12,5,0.073,0.061,32
Tyler Kennedy,24,PIT,C,0.56,0.26,0.3,2.93,234,9,402,58.2,4.9,99.2,52.7,47.3,14:32,1162,1:52,80,21,14,7,24,17,7,0.088,0.088,45
Victor Oreskovich,24,VAN,D,0.19,0,0.19,1.19,19,0,24,79.2,-7.3,101.1,31.7,68.3,7:54,126,0:03,16,0,0,0,3,3,0,0,0,3
Wojtek Wolski,24,TOT,LW,0.48,0.16,0.32,1.85,135,8.9,217,62.2,2,101.2,58.2,41.8,14:35,1064,2:05,73,12,11,1,23,20,3,0.014,0.041,35
Aaron Volpatti,25,VAN,RW,0.13,0.07,0.07,0.4,6,16.7,12,50,-12.2,96.9,37.9,62.1,6:50,102,0:19,15,1,1,0,1,1,0,0,0,2
Adam Cracknell,25,STL,RW,0.29,0.13,0.17,1.08,26,11.5,47,55.3,-1,101.1,60,40,8:55,214,0:02,24,3,3,0,4,4,0,0,0,7
Alex Goligoski,25,TOT,D,0.55,0.17,0.39,1.95,162,8.6,371,43.7,1.2,101.7,56.6,43.4,22:14,1846,4:00,83,14,7,7,32,15,17,0.084,0.205,46
Alex Ovechkin,25,WSH,LW,1.08,0.41,0.67,4.65,367,8.7,645,56,3.4,102,52.6,47.4,21:22,1688,4:29,79,32,25,7,53,36,17,0.089,0.215,85
Alexandre Bolduc,25,VAN,C,0.17,0.08,0.08,0.88,21,9.5,29,72.4,-17.7,102.5,30,70,7:26,178,0:08,24,2,2,0,2,2,0,0,0,4
Alexandre Picard,25,MTL,D,0.19,0.07,0.12,1.14,49,6.1,116,42.2,8.6,98,52.9,47.1,16:26,706,1:01,43,3,1,2,5,5,0,0.047,0,8
Andrei Kostitsyn,25,MTL,LW,0.56,0.25,0.31,2.42,196,10.2,363,54,-1.8,101,52.4,47.6,15:53,1287,2:16,81,20,15,5,25,19,6,0.062,0.074,45
Andrej Meszaros,25,PHI,D,0.4,0.1,0.3,1.78,144,5.6,314,45.9,-1.9,103.7,45.2,54.8,21:07,1711,2:26,81,8,5,3,24,21,3,0.037,0.037,32
Andrew Ladd,25,ATL,LW,0.73,0.36,0.37,2.41,195,14.9,328,57.9,2.4,98.2,50.3,49.7,20:04,1626,3:01,81,29,18,9,30,20,9,0.111,0.111,59
B.J. Crombeen,25,STL,RW,0.18,0.09,0.09,1.41,113,6.2,210,53.8,-4.2,96,49,51,12:48,1024,0:03,80,7,6,0,7,7,0,0,0,14
Brad Richardson,25,LAK,RW,0.28,0.1,0.18,1.51,103,6.8,190,54.2,-0.7,95.8,53.1,46.9,11:46,800,0:03,68,7,6,0,12,12,0,0,0,19
Brandon Yip,25,COL,RW,0.31,0.17,0.14,1.79,127,9.4,206,61.7,-8,96.4,49.5,50.5,13:44,975,1:45,71,12,8,3,10,8,2,0.042,0.028,22
Braydon Coburn,25,PHI,D,0.2,0.02,0.17,1.39,114,1.8,241,47.3,-1.5,100.6,49.5,50.5,21:04,1728,0:23,82,2,2,0,14,13,0,0,0,16
Brent Burns,25,MIN,D,0.58,0.21,0.36,2.13,170,10,375,45.3,4.7,99.9,43.5,56.5,25:03:00,2004,3:04,80,17,9,8,29,22,6,0.1,0.075,46
Brent Seabrook,25,CHI,D,0.59,0.11,0.48,1.65,135,6.7,289,46.7,-1.2,98.8,51.6,48.4,24:23:00,2000,2:39,82,9,4,5,39,22,15,0.061,0.183,48
Brett Carson,25,TOT,D,0,0,0,0.63,12,0,22,54.5,5.8,103.7,49.4,50.6,11:27,217,0:15,19,0,0,0,0,0,0,0,0,0
Clarke MacArthur,25,TOR,LW,0.76,0.26,0.5,1.88,154,13.6,292,52.7,5.1,100,49.4,50.6,17:07,1403,2:55,82,21,15,6,41,28,13,0.073,0.159,62
Clayton Stoner,25,MIN,D,0.16,0.04,0.12,0.7,40,5,96,41.7,-4.5,102.5,37,63,16:52,961,0:02,57,2,2,0,7,7,0,0,0,9
Corey Perry,25,ANA,RW,1.2,0.61,0.59,3.54,290,17.2,482,60,3.1,102.1,46.9,53.1,22:19,1830,3:30,82,50,32,14,48,30,17,0.171,0.207,98
Daniel Winnik,25,COL,C,0.33,0.14,0.19,2.09,167,6.6,273,61.2,3.2,98.4,42.2,57.8,16:33,1324,0:20,80,11,7,2,15,11,3,0.025,0.038,26
Darroll Powe,25,PHI,C,0.21,0.09,0.12,1.07,87,8,160,53.8,-6.6,98.3,36.7,63.3,12:17,995,0:03,81,7,5,0,10,9,0,0,0,17
Dion Phaneuf,25,TOR,D,0.45,0.12,0.33,2.88,190,4.2,411,46.2,-3.1,100.6,49.7,50.3,25:18:00,1670,3:55,66,8,5,3,22,12,9,0.045,0.136,30
Drew Stafford,25,BUF,RW,0.84,0.5,0.34,2.89,179,17.3,275,65.1,-2,104.6,56.8,43.2,16:32,1025,2:57,62,31,20,11,21,13,8,0.177,0.129,52
Dustin Byfuglien,25,ATL,D,0.65,0.25,0.41,4.28,347,5.8,612,56.2,7.4,99.4,55.3,44.7,23:18,1888,3:59,81,20,12,8,33,17,16,0.099,0.198,53
Eric Fehr,25,WSH,RW,0.38,0.19,0.19,2.31,120,8.3,207,57.5,1.5,98.9,56.7,43.3,12:35,655,1:56,52,10,7,3,10,6,4,0.058,0.077,20
Grant Clitsome,25,CBJ,D,0.61,0.13,0.48,1.61,50,8,134,37.3,-3.8,101.6,63.5,36.5,21:16,659,3:30,31,4,2,2,15,7,8,0.065,0.258,19
Jack Hillen,25,NYI,D,0.34,0.06,0.28,1.27,81,4.9,172,45.3,-1.9,100.1,46.4,53.6,18:49,1204,0:47,64,4,4,0,18,16,1,0,0.016,22
Jake Dowell,25,CHI,C,0.27,0.08,0.19,0.94,74,8.1,107,69.2,-3.9,99.6,42.4,57.6,11:49,933,0:06,79,6,6,0,15,12,0,0,0,21
Jay Beagle,25,WSH,C,0.1,0.06,0.03,0.87,27,7.4,53,50.9,-4.7,100.4,43,57,10:30,326,0:06,31,2,2,0,1,1,0,0,0,3
Jay Rosehill,25,TOR,D,0.12,0.04,0.08,0.46,12,8.3,16,75,-10.7,92.5,50,50,5:12,135,0:01,26,1,1,0,2,2,0,0,0,3
Jean-Francois Jacques,25,EDM,LW,0.1,0.08,0.02,0.55,28,14.3,49,57.1,-4.1,98,47.6,52.4,7:04,361,0:03,51,4,4,0,1,1,0,0,0,5
Kyle Quincey,25,COL,D,0.05,0,0.05,1.86,39,0,73,53.4,-1.9,96.1,56.7,43.3,19:35,411,2:11,21,0,0,0,1,1,0,0,0,1
Liam Reddox,25,EDM,LW,0.23,0.02,0.2,1.93,85,1.2,142,59.9,-4,96.4,52.5,47.5,15:00,660,0:21,44,1,1,0,9,8,0,0,0,10
Loui Eriksson,25,DAL,LW,0.92,0.34,0.58,2.27,179,15.1,283,62.5,-1.6,103.1,55.4,44.6,20:34,1625,3:23,79,27,16,10,46,29,15,0.127,0.19,73
Marc Methot,25,CBJ,D,0.2,0,0.2,0.78,58,0,132,43.9,-3.7,100.3,48.8,51.2,19:53,1472,0:20,74,0,0,0,15,14,0,0,0,15
Mark Letestu,25,PIT,C,0.42,0.22,0.2,2,128,10.9,232,55.2,4.1,99.1,56.6,43.4,14:15,912,2:10,64,14,10,4,13,11,2,0.063,0.031,27
Mark Mancari,25,BUF,RW,0.4,0.05,0.35,2.15,43,2.3,64,67.2,4,96.7,51.6,48.4,12:19,246,1:20,20,1,0,1,7,6,1,0.05,0.05,8
Mason Raymond,25,VAN,LW,0.56,0.21,0.34,2.81,197,7.6,329,59.9,6,99.4,55.6,44.4,15:48,1106,1:22,70,15,12,2,24,20,4,0.029,0.057,39
Matt Hunwick,25,TOT,D,0.18,0.01,0.16,1.37,100,1,189,52.9,-4.9,99.2,48.6,51.4,18:31,1351,1:45,73,1,1,0,12,9,3,0,0.041,13
Maxim Lapierre,25,TOT,C,0.15,0.08,0.08,1.65,129,4.7,197,65.5,-7.1,97.7,46,54,11:38,907,0:04,78,6,6,0,6,6,0,0,0,12
Mike Brown,25,TOR,RW,0.16,0.06,0.1,1.18,59,5.1,97,60.8,-9.5,103,43,57,10:06,505,0:06,50,3,2,1,5,4,0,0.02,0,8
Mike Green,25,WSH,D,0.49,0.16,0.33,2.35,115,7,246,46.7,1.2,100.2,52,48,25:12:00,1234,4:27,49,8,3,5,16,10,5,0.102,0.102,24
Mike Richards,25,PHI,C,0.81,0.28,0.53,2.27,184,12.5,373,49.3,-2,100.3,47.1,52.9,18:53,1529,2:56,81,23,15,5,43,24,16,0.062,0.198,66
Mike Santorelli,25,FLA,C,0.5,0.24,0.26,2.35,193,10.4,320,60.3,-1.8,98,53,47,16:41,1368,2:41,82,20,14,5,21,14,7,0.061,0.085,41
Nathan Horton,25,BOS,C,0.66,0.33,0.34,2.35,188,13.8,334,56.3,3.8,103.7,52.6,47.4,16:17,1303,2:24,80,26,20,6,27,25,2,0.075,0.025,53
Patrice Bergeron,25,BOS,C,0.71,0.28,0.44,2.64,211,10.4,365,57.8,3.3,101.9,42.9,57.1,17:53,1431,2:43,80,22,17,3,35,26,8,0.038,0.1,57
Patrick O'Sullivan,25,TOT,C,0.26,0.06,0.19,1.61,50,4,88,56.8,0.8,101.1,47,53,12:11,378,1:43,31,2,2,0,6,3,3,0,0.097,8
Paul Bissonnette,25,PHX,LW,0.02,0.02,0,0.38,18,5.6,38,47.4,-1.8,105,63.4,36.6,5:15,252,0:01,48,1,1,0,0,0,0,0,0,1
Paul Stastny,25,COL,C,0.77,0.3,0.47,2.45,181,12.2,279,64.9,-0.5,101.2,51.9,48.1,19:44,1460,3:03,74,22,17,4,35,20,15,0.054,0.203,57
Philippe Dupuis,25,COL,C,0.23,0.08,0.15,1.36,101,5.9,155,65.2,-4.7,98.8,41.9,58.1,9:07,674,0:03,74,6,5,0,11,10,0,0,0,17
Rostislav Olesz,25,FLA,C,0.39,0.14,0.25,1.61,71,8.5,121,58.7,0.3,99.1,49.2,50.8,13:53,611,1:07,44,6,5,1,11,11,0,0.023,0,17
Ryan Callahan,25,NYR,RW,0.8,0.38,0.42,2.98,179,12.8,298,59.7,-2.6,97.8,46.6,53.4,19:54,1194,3:23,60,23,13,10,25,18,5,0.167,0.083,48
Ryan Getzlaf,25,ANA,C,1.13,0.28,0.85,1.75,117,16.2,236,49.6,5,103.9,47,53,21:51,1464,3:35,67,19,12,7,57,37,20,0.104,0.299,76
Shea Weber,25,NSH,D,0.59,0.2,0.39,3.1,254,6.3,497,51.1,2.5,100.7,45.9,54.1,25:19:00,2076,3:38,82,16,9,6,32,21,11,0.073,0.134,48
Stefan Meyer,25,CGY,LW,0.13,0,0.13,0.75,12,0,27,44.4,-2,96.3,62.1,37.9,7:45,124,0:02,16,0,0,0,2,2,0,0,0,2
Steve Bernier,25,FLA,RW,0.22,0.07,0.15,1.43,97,5.2,162,59.9,-4,97.1,53.6,46.4,13:02,886,1:18,68,5,2,3,10,10,0,0.044,0,15
Teddy Purcell,25,TBL,RW,0.63,0.21,0.42,2.42,196,8.7,316,62,2.3,100.7,46.6,53.4,14:06,1142,2:45,81,17,14,3,34,16,18,0.037,0.222,51
Travis Zajac,25,NJD,C,0.54,0.16,0.38,2.11,173,7.5,290,59.7,0.9,98.5,56.4,43.6,19:47,1622,2:34,82,13,10,2,31,22,8,0.024,0.098,44
Troy Brouwer,25,CHI,RW,0.46,0.22,0.24,1.54,122,13.9,220,55.5,1.6,97.6,63.4,36.6,15:06,1193,2:06,79,17,10,7,19,13,6,0.089,0.076,36
Viktor Stalberg,25,CHI,LW,0.31,0.16,0.16,1.75,135,8.9,221,61.1,2.2,97.3,61,39,10:42,824,0:12,77,12,12,0,12,11,1,0,0.013,24
Zack Stortini,25,EDM,RW,0.13,0,0.13,0.5,16,0,36,44.4,-3.3,99.6,45.2,54.8,7:06,227,0:03,32,0,0,0,4,4,0,0,0,4
Adam Pardy,26,CGY,D,0.23,0.03,0.2,1.2,36,2.8,81,44.4,3.8,98.7,58.8,41.2,14:41,441,0:13,30,1,1,0,6,5,1,0,0.033,7
Alex Steen,26,STL,C,0.71,0.28,0.43,3.03,218,9.2,457,47.7,7,96.7,56.6,43.4,19:33,1408,3:07,72,20,17,1,31,22,9,0.014,0.125,51
Alexander Semin,26,WSH,LW,0.83,0.43,0.4,3.02,196,14.3,431,45.2,3.8,104.5,55.7,44.3,18:04,1175,3:13,65,28,21,6,26,14,12,0.092,0.185,54
Alexander Sulzer,26,TOT,D,0.13,0.03,0.1,0.93,37,2.7,85,43.5,-1.6,98.4,53.5,46.5,17:33,702,1:06,40,1,1,0,4,2,2,0,0.05,5
Anssi Salmela,26,NJD,D,0.15,0.02,0.13,1.19,57,1.8,98,58.2,-7.3,97.6,56.4,43.6,17:24,835,0:19,48,1,1,0,6,6,0,0,0,7
Anthony Stewart,26,ATL,C,0.49,0.18,0.31,1.76,141,9.9,228,60.5,-4.8,98.8,54,46,14:58,1198,1:15,80,14,9,5,25,20,5,0.063,0.063,39
Anton Babchuk,26,TOT,D,0.43,0.13,0.29,1.61,132,8.3,308,42.9,-0.4,101,61.8,38.2,16:21,1340,2:33,82,11,4,6,24,16,7,0.073,0.085,35
