,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Player,Age,Tm,Pos,PTS,G,A,S,S,S%,SAtt.,Thru%,CF% rel,PDO,oZS%,dZS%,ATOI,TOI,TOI,GP,G,EV,PP,A,EV,PP,PPG/G,PPA/G,PTS
Nate Thompson,31,ANA,C,0.12,0.06,0.06,0.86,42,7.1,76,55.3,-6.2,99.2,46.2,53.8,11:36,9:52,0:08,49,3,2,0,3,3,0,0,0,6
James Wisniewski,31,CAR,D,0,0,0,0,0,,0,,,,,,0:47,0:47,0:00,1,0,0,0,0,0,0,0,0,0
Andre Benoit,32,STL,D,0,0,0,0,0,,1,0,-6.4,116.7,36.4,63.6,13:35,13:03,0:29,2,0,0,0,0,0,0,0,0,0
Jay Bouwmeester,32,STL,D,0.26,0.04,0.22,1.46,105,2.9,230,45.7,-4.7,99.7,46.2,53.8,23:07,19:12,0:40,72,3,2,1,16,15,1,0.014,0.014,19
Johnny Boychuk,32,NYI,D,0.36,0.13,0.23,2.36,165,5.5,361,45.7,0.5,102.5,48.3,51.7,21:22,18:03,0:58,70,9,8,1,16,12,4,0.014,0.057,25
Gregory Campbell,32,CBJ,C,0.13,0.04,0.1,0.71,58,5.2,115,50.4,-8.3,100.1,43.5,56.5,10:34,8:41,0:02,82,3,3,0,8,8,0,0,0,11
Ryan Carter,32,MIN,LW,0.2,0.12,0.08,1.03,62,11.3,96,64.6,-11.5,100,29.9,70.1,11:08,9:27,0:02,60,7,6,0,5,5,0,0,0,12
Trevor Daley,32,TOT,D,0.34,0.07,0.27,1.59,130,4.6,273,47.6,1,100.4,58.1,41.9,18:26,15:55,1:51,82,6,5,1,22,14,8,0.012,0.098,28
Stephen Gionta,32,NJD,C,0.13,0.01,0.12,0.76,62,1.6,110,56.4,-3,97.6,40.4,59.6,12:13,10:19,0:06,82,1,1,0,10,10,0,0,0,11
Mark Giordano,32,CGY,D,0.68,0.26,0.43,2.59,212,9.9,423,50.1,3.6,98,47.5,52.5,24:47,19:11,3:11,82,21,11,9,35,23,10,0.11,0.122,56
Tanner Glass,32,NYR,LW,0.12,0.07,0.05,0.86,49,8.2,82,59.8,-7.4,100.6,32.2,67.8,10:17,9:46,0:03,57,4,4,0,3,3,0,0,0,7
Boyd Gordon,32,ARI,C,0.06,0.03,0.03,0.82,53,3.8,80,66.3,-4,96.9,23.6,76.4,12:12,9:21,0:05,65,2,1,0,2,2,0,0,0,4
Mikhail Grabovski,32,NYI,C,0.43,0.16,0.28,1.43,83,10.8,157,52.2,-1.3,101.4,50.9,49.1,14:06,13:02,1:01,58,9,8,1,16,14,2,0.017,0.034,25
Matt Greene,32,LAK,D,0,0,0,1,3,0,4,75,-23.2,94.7,47.4,52.6,11:45,9:51,0:00,3,0,0,0,0,0,0,0,0,0
Ales Hemsky,32,DAL,RW,0.52,0.17,0.35,2.07,155,8.4,265,58.5,2.2,100.5,49.8,50.2,13:06,11:29,1:36,75,13,12,1,26,22,4,0.013,0.053,39
Chris Higgins,32,VAN,LW,0.12,0.09,0.03,1.55,51,5.9,86,59.3,-2.9,94.9,46.6,53.4,13:47,11:38,0:37,33,3,2,0,1,1,0,0,0,4
Jiri Hudler,32,TOT,C,0.64,0.22,0.42,1.51,109,14.7,180,60.6,2.2,100.2,58.7,41.3,15:46,13:11,2:34,72,16,13,3,30,23,7,0.042,0.097,46
Jussi Jokinen,32,FLA,LW,0.74,0.22,0.52,1.89,153,11.8,248,61.7,6.1,102.8,48.7,51.3,18:17,13:24,2:36,81,18,12,5,42,34,7,0.062,0.086,60
Duncan Keith,32,CHI,D,0.64,0.13,0.51,1.94,130,6.9,286,45.1,3.1,101.2,46.9,53.1,25:14,19:44,2:48,67,9,5,4,34,19,14,0.06,0.209,43
Mikko Koivu,32,MIN,C,0.68,0.21,0.48,1.72,141,12.1,277,50.9,6.1,100.4,57.4,42.6,19:56,15:38,3:25,82,17,6,10,39,28,10,0.122,0.122,56
Brooks Laich,32,TOT,C,0.17,0.02,0.15,1.25,101,2,158,63.9,-1.2,96.8,47.5,52.5,11:26,9:11,0:16,81,2,2,0,12,11,0,0,0,14
Joffrey Lupul,32,TOR,LW,0.3,0.24,0.07,2.22,102,10.8,178,57.3,-3.6,98,48.3,51.7,14:37,12:15,2:21,46,11,9,2,3,1,2,0.043,0.043,14
Jay McClement,32,CAR,C,0.14,0.04,0.1,0.83,64,4.7,107,59.8,-6.8,95.3,41,59,11:36,9:35,0:05,77,3,2,0,8,8,0,0,0,11
Matt Moulson,32,BUF,LW,0.26,0.1,0.16,1.37,111,7.2,182,61,1.9,99.4,50.6,49.4,11:54,9:55,1:58,81,8,6,2,13,8,5,0.025,0.062,21
Eric Nystrom,32,NSH,LW,0.15,0.15,0,0.59,27,25.9,50,54,-10.3,96.6,15.6,84.4,11:29,10:04,0:01,46,7,6,0,0,0,0,0,0,7
P.A. Parenteau,32,TOR,RW,0.53,0.26,0.27,2.18,168,11.9,313,53.7,4.6,100.2,59.3,40.7,16:16,13:26,2:47,77,20,13,7,21,17,4,0.091,0.052,41
Corey Potter,32,NSH,D,0,0,0,0,0,,1,0,21.6,100,66.7,33.3,14:44,14:44,0:00,1,0,0,0,0,0,0,0,0,0
Tuomo Ruutu,32,NJD,LW,0.03,0,0.03,1.03,34,0,52,65.4,1.6,96.1,41,59,11:30,11:05,0:10,33,0,0,0,1,1,0,0,0,1
Jason Spezza,32,DAL,C,0.84,0.44,0.4,2.69,202,16.3,391,51.7,3.9,100.3,56.8,43.2,16:31,13:17,3:07,75,33,24,9,30,15,15,0.12,0.2,63
Matt Stajan,32,CGY,C,0.21,0.08,0.14,0.73,58,10.3,111,52.3,-6,99.6,35.2,64.8,12:42,11:02,0:05,80,6,4,0,11,10,0,0,0,17
Lee Stempniak,32,TOT,RW,0.62,0.23,0.39,1.78,146,13,257,56.8,-0.5,101.9,51.4,48.6,17:57,14:23,1:56,82,19,15,3,32,23,9,0.037,0.11,51
Chris Thorburn,32,WPG,RW,0.15,0.07,0.07,0.85,70,8.6,114,61.4,-7.3,100.4,49.6,50.4,10:07,9:21,0:04,82,6,5,0,6,6,0,0,0,12
Jordin Tootoo,32,NJD,RW,0.14,0.06,0.08,1.36,90,4.4,141,63.8,0.3,92.6,40.1,59.9,11:32,10:17,1:12,66,4,2,2,5,2,3,0.03,0.045,9
Fedor Tyutin,32,CBJ,D,0.05,0.02,0.03,0.41,25,4,78,32.1,2.5,98.1,49.5,50.5,17:35,15:23,0:05,61,1,1,0,2,2,0,0,0,3
Scottie Upshall,32,STL,RW,0.2,0.09,0.11,1.61,113,5.3,182,62.1,-0.1,99.8,38.4,61.6,10:57,9:39,0:02,70,6,6,0,8,5,0,0,0,14
Thomas Vanek,32,MIN,LW,0.55,0.24,0.31,1.97,146,12.3,248,58.9,-0.4,99.8,61.9,38.1,15:37,12:57,2:35,74,18,12,6,23,15,8,0.081,0.108,41
Dennis Wideman,32,CGY,D,0.37,0.04,0.33,1.47,75,2.7,186,40.3,-3.2,99.3,52,48,20:37,16:06,2:57,51,2,0,2,17,11,6,0.039,0.118,19
Brad Boyes,33,TOR,RW,0.4,0.13,0.27,1.42,85,9.4,169,50.3,5.9,97.7,52.6,47.4,11:58,9:33,2:22,60,8,6,2,16,13,3,0.033,0.05,24
Mike Cammalleri,33,NJD,LW,0.9,0.33,0.57,2.4,101,13.9,154,66.2,4.4,105.5,62.8,37.3,19:17,16:01,3:01,42,14,11,3,24,17,7,0.071,0.167,38
Carlo Colaiacovo,33,BUF,D,0.14,0.03,0.11,0.81,29,3.4,59,49.2,2,95.8,56.3,43.7,14:28,14:13,0:10,36,1,1,0,4,3,1,0,0.028,5
Christian Ehrhoff,33,TOT,D,0.25,0.04,0.21,1.67,80,2.5,174,46,-0.9,96.1,57.3,42.7,15:29,13:25,1:38,48,2,2,0,10,2,8,0,0.167,12
Deryk Engelland,33,CGY,D,0.17,0.04,0.13,1.03,71,4.2,149,47.7,-3.9,101.1,46.3,53.8,15:14,13:52,0:07,69,3,3,0,9,8,0,0,0,12
Marian Gaborik,33,LAK,RW,0.41,0.22,0.19,2.63,142,8.5,212,66.5,1.3,96.2,55.2,44.8,14:57,12:59,1:50,54,12,11,1,10,7,3,0.019,0.056,22
Paul Gaustad,33,NSH,C,0.1,0.03,0.06,0.73,46,4.3,71,64.8,-15.1,98.9,7.5,92.5,11:15,9:21,0:02,63,2,1,0,4,3,0,0,0,6
Tom Gilbert,33,MTL,D,0.04,0.02,0.02,0.8,36,2.8,82,43.9,-5,98.7,50.6,49.4,16:52,14:52,0:09,45,1,1,0,1,0,0,0,0,2
Andy Greene,33,NJD,D,0.16,0.05,0.11,0.77,63,6.3,148,42.6,-5,102.6,31.3,68.7,22:57,19:05,0:21,82,4,3,1,9,8,1,0.012,0.012,13
Nate Guenin,33,COL,D,0,0,0,0.34,10,0,26,38.5,-3.9,103,54.2,45.8,13:04,11:21,0:00,29,0,0,0,0,0,0,0,0,0
Dan Hamhuis,33,VAN,D,0.22,0.05,0.17,1.24,72,4.2,164,43.9,2.8,99.7,51.1,48.9,21:25,17:25,1:23,58,3,2,1,10,8,2,0.017,0.034,13
Scott Hartnell,33,CBJ,LW,0.62,0.29,0.33,1.9,150,15.3,240,62.5,2.8,98.4,53,47,15:35,12:59,2:32,79,23,13,10,26,24,2,0.127,0.025,49
Evgeny Medvedev,33,PHI,D,0.27,0.09,0.18,1.58,71,5.6,189,37.6,4.9,100.5,52.8,47.3,18:50,16:12,1:46,45,4,3,1,8,6,2,0.022,0.044,12
Zbynek Michalek,33,ARI,D,0.1,0.03,0.07,0.99,69,2.9,133,51.9,-3.1,101.6,47,53,17:01,13:49,0:02,70,2,2,0,5,5,0,0,0,7
Travis Moen,33,DAL,LW,0.09,0,0.09,0.52,12,0,17,70.6,-7.6,95.3,51,49,8:12,7:45,0:01,23,0,0,0,2,1,0,0,0,2
Steve Ott,33,STL,C,0.1,0,0.1,1,21,0,30,70,-2.7,96.8,32.5,67.5,10:55,9:07,0:02,21,0,0,0,2,2,0,0,0,2
Tomas Plekanec,33,MTL,C,0.66,0.17,0.49,2.3,189,7.4,323,58.5,2,100.3,46.4,53.6,18:32,14:13,2:41,82,14,13,1,40,28,12,0.012,0.146,54
Jason Pominville,33,MIN,RW,0.48,0.15,0.33,2.49,187,5.9,285,65.6,5.1,100.9,58.6,41.4,16:22,13:51,2:28,75,11,8,3,25,18,7,0.04,0.093,36
Nick Schultz,33,PHI,D,0.12,0.01,0.11,0.86,70,1.4,161,43.5,-5.8,101.4,39.4,60.6,17:57,14:56,0:03,81,1,1,0,9,9,0,0,0,10
John Scott,33,TOT,LW,0.08,0,0.08,0.5,6,0,6,100,3.4,95.1,46.5,53.5,6:32,6:20,0:02,12,0,0,0,1,1,0,0,0,1
Jarret Stoll,33,TOT,C,0.11,0.05,0.06,0.61,49,8.2,78,62.8,-12.1,101.4,21.8,78.2,12:11,10:22,0:01,80,4,4,0,5,5,0,0,0,9
R.J. Umberger,33,PHI,C,0.28,0.05,0.23,1.23,48,4.2,72,66.7,-5,101.6,52.2,47.8,10:10,9:31,0:29,39,2,1,1,9,8,1,0.026,0.026,11
Antoine Vermette,33,ARI,C,0.5,0.22,0.28,1.62,123,13.8,191,64.4,0.1,99.5,50,50,16:39,12:44,2:50,76,17,10,6,21,11,10,0.079,0.132,38
Kevin Bieksa,34,ANA,D,0.21,0.06,0.15,1.54,109,3.7,249,43.8,-4.1,99,47.4,52.6,21:01,17:27,1:29,71,4,2,2,11,7,4,0.028,0.056,15
Rene Bourque,34,CBJ,RW,0.16,0.06,0.1,1.57,77,3.9,131,58.8,-2.1,97,38.9,61.1,10:27,10:09,0:13,49,3,3,0,5,5,0,0,0,8
Alexandre Burrows,34,VAN,RW,0.28,0.11,0.16,1.71,135,6.7,220,60.9,1.3,97.7,49.7,50.3,15:10,11:30,1:55,79,9,7,2,13,9,4,0.025,0.051,22
Ron Hainsey,34,CAR,D,0.23,0.06,0.17,1.62,131,3.8,251,52.2,-0.5,97.7,48.4,51.6,22:19,19:20,0:12,81,5,5,0,14,14,0,0,0,19
Martin Havlat,34,STL,RW,0.5,0.5,0,1.5,3,33.3,4,75,-2.3,97.5,50,50,10:54,10:27,0:26,2,1,1,0,0,0,0,0,0,1
Matt Hendricks,34,EDM,LW,0.18,0.07,0.1,0.91,62,8.1,118,52.5,-4.5,101.1,39.7,60.3,13:14,10:51,0:08,68,5,4,0,7,6,0,0,0,12
Barret Jackman,34,NSH,D,0.07,0.01,0.05,0.88,64,1.6,130,49.2,4,98.6,56.8,43.2,13:51,12:58,0:01,73,1,1,0,4,4,0,0,0,5
Tim Jackman,34,ANA,RW,0,0,0,0.5,1,0,1,100,-15.6,71.4,9.1,90.9,5:44,5:44,0:00,2,0,0,0,0,0,0,0,0,0
Bracken Kearns,34,NYI,C,0.5,0,0.5,0,0,,0,,13.1,100,54.5,45.5,15:54,13:43,0:48,2,0,0,0,1,0,0,0,0,1
Derek MacKenzie,34,FLA,C,0.2,0.09,0.11,1.23,79,7.6,126,62.7,-3.8,102.9,46.9,53.1,13:09,10:22,0:08,64,6,6,0,7,6,0,0,0,13
Paul Martin,34,SJS,D,0.26,0.04,0.22,0.63,49,6.1,122,40.2,-0.2,101.1,47.4,52.6,20:44,18:06,0:24,78,3,2,1,17,16,1,0.013,0.013,20
Johnny Oduya,34,DAL,D,0.26,0.05,0.21,0.77,63,6.3,190,33.2,-2.6,100,48.1,51.9,20:23,17:26,0:08,82,4,3,0,17,16,0,0,0,21
Dennis Seidenberg,34,BOS,D,0.2,0.02,0.18,1.08,66,1.5,132,50,-3,99.8,50.7,49.3,19:24,16:59,0:03,61,1,1,0,11,10,1,0,0.016,12
Patrick Sharp,34,DAL,LW,0.72,0.26,0.46,2.97,226,8.8,406,55.7,1.7,99,56.3,43.7,17:37,14:38,2:51,76,20,13,7,35,18,17,0.092,0.224,55
Radim Vrbata,34,VAN,RW,0.43,0.21,0.22,3.16,199,6.5,331,59.8,0.2,94.8,49.6,50.4,16:03,13:07,2:51,63,13,8,5,14,10,4,0.079,0.063,27
Justin Williams,34,WSH,RW,0.63,0.27,0.37,2.45,201,10.9,325,61.8,3.8,100.6,56.3,43.7,16:39,13:39,2:02,82,22,19,3,30,23,6,0.037,0.073,52
Francois Beauchemin,35,COL,D,0.41,0.1,0.32,1.55,127,6.3,264,48.1,-1.9,99.8,42.3,57.7,25:05,19:27,2:05,82,8,6,2,26,15,9,0.024,0.11,34
Vernon Fiddler,35,DAL,C,0.27,0.15,0.12,1.2,98,12.2,187,52.4,-2.1,100.2,43.8,56.2,11:38,9:09,0:17,82,12,9,1,10,7,1,0.012,0.012,22
Mike Fisher,35,NSH,C,0.33,0.19,0.14,1.4,98,13.3,186,52.2,1.1,95.2,49.5,50.5,17:10,13:07,2:15,70,13,10,3,10,7,2,0.043,0.029,23
Chris Kelly,35,BOS,C,0.18,0.18,0,0.73,8,25,14,57.1,-13,105.5,48.5,51.5,13:05,10:33,0:08,11,2,1,0,0,0,0,0,0,2
Niklas Kronwall,35,DET,D,0.41,0.05,0.36,0.95,61,4.9,144,42.4,-3.4,98,53.9,46.1,22:01,16:54,2:51,64,3,3,0,23,9,14,0,0.219,26
Vincent Lecavalier,35,TOT,C,0.37,0.2,0.16,1.37,67,14.9,113,59.3,-8.4,100,53.7,46.3,13:14,11:12,1:32,49,10,4,6,8,7,1,0.122,0.02,18
David Legwand,35,BUF,C,0.18,0.06,0.11,0.77,61,8.2,93,65.6,-2.7,98.3,50.7,49.3,9:42,7:14,0:02,79,5,4,0,9,7,1,0,0.013,14
John-Michael Liles,35,TOT,D,0.26,0.07,0.19,1.37,111,5.4,232,47.8,-1.9,98.3,51.4,48.6,20:18,17:04,1:41,81,6,4,1,15,13,2,0.012,0.025,21
Dominic Moore,35,NYR,C,0.19,0.08,0.11,1.18,94,6.4,150,62.7,-6.3,101.7,22.9,77.1,13:18,11:04,0:03,80,6,6,0,9,9,0,0,0,15
Brooks Orpik,35,WSH,D,0.24,0.07,0.17,0.76,31,9.7,81,38.3,-0.8,101.2,51.9,48.1,19:49,17:32,0:01,41,3,3,0,7,7,0,0,0,10
Mike Ribeiro,35,NSH,C,0.62,0.09,0.53,0.94,76,9.2,123,61.8,7.8,100.1,85.7,14.3,17:27,14:38,2:46,81,7,5,2,43,30,13,0.025,0.16,50
Brad Richards,35,DET,C,0.41,0.15,0.26,2.41,164,6.1,307,53.4,3.6,100.7,57.4,42.6,14:48,12:07,2:38,68,10,6,4,18,8,10,0.059,0.147,28
Daniel Sedin,35,VAN,LW,0.74,0.34,0.4,3.15,258,10.9,396,65.2,3.9,101.9,59.9,40.1,18:20,14:36,3:16,82,28,20,8,33,21,11,0.098,0.134,61
Henrik Sedin,35,VAN,C,0.74,0.15,0.59,1.34,99,11.1,157,63.1,4.7,100.9,60.6,39.4,18:23,14:35,3:13,74,11,5,5,44,29,15,0.068,0.203,55
Joel Ward,35,SJS,RW,0.54,0.27,0.28,1.75,138,15.2,232,59.5,1.3,96.2,47.5,52.5,16:58,13:32,2:05,79,21,15,5,22,14,7,0.063,0.089,43
Henrik Zetterberg,35,DET,LW,0.61,0.16,0.45,2.61,214,6.1,395,54.4,-0.9,98.2,59.9,40.1,19:25,16:11,3:07,82,13,11,2,37,17,20,0.024,0.244,50
Brian Campbell,36,FLA,D,0.38,0.07,0.3,1.21,99,6.1,199,49.7,5.7,103.7,50.9,49.1,22:17,17:58,2:41,82,6,5,0,25,17,8,0,0.098,31
Jason Chimera,36,WSH,LW,0.49,0.24,0.24,2.01,165,12.1,253,65.2,-4.3,100.3,47.7,52.3,14:03,11:37,1:26,82,20,14,4,20,15,5,0.049,0.061,40
Pascal Dupuis,36,PIT,RW,0.22,0.11,0.11,1.56,28,7.1,52,53.8,-6.3,102.6,42.7,57.3,15:06,12:31,0:09,18,2,2,0,2,2,0,0,0,4
Andrew Ference,36,EDM,D,0,0,0,0.67,4,0,11,36.4,-4.2,91.3,55.3,44.7,13:04,11:51,0:02,6,0,0,0,0,0,0,0,0,0
Johan Franzen,36,DET,RW,0.5,0,0.5,1.5,3,0,6,50,3.6,100,47.1,52.9,12:57,12:19,0:38,2,0,0,0,1,0,1,0,0.5,1
Scott Gomez,36,TOT,C,0.26,0.03,0.24,0.59,20,5,32,62.5,-5.7,97.3,64.8,35.2,11:20,9:43,1:34,34,1,1,0,8,4,4,0,0.118,9
Chris Kunitz,36,PIT,LW,0.5,0.21,0.29,1.88,150,11.3,279,53.8,4.4,103,58,42,16:49,14:20,2:08,80,17,15,2,23,19,4,0.025,0.05,40
Patrick Marleau,36,SJS,LW,0.59,0.3,0.28,2.63,216,11.6,356,60.4,-0.6,95.9,47.2,52.8,19:02,14:13,3:31,82,25,13,11,23,9,14,0.134,0.171,48
Chris Neil,36,OTT,RW,0.16,0.06,0.1,0.88,70,7.1,134,52.2,2.6,99.9,42.3,57.7,9:18,9:13,0:03,80,5,5,0,8,8,0,0,0,13
Brad Stuart,36,COL,D,0,0,0,0,0,,4,0,-1.5,94.2,37.5,62.5,14:00,13:08,0:00,6,0,0,0,0,0,0,0,0,0
Alex Tanguay,36,TOT,LW,0.5,0.11,0.39,1.01,71,11.3,124,57.3,2.2,102.5,54.9,45.1,15:47,13:00,2:14,70,8,7,1,27,18,8,0.014,0.114,35
Joe Thornton,36,SJS,C,1,0.23,0.77,1.48,121,15.7,211,57.3,7.1,101.9,55.9,44.1,18:22,14:40,3:38,82,19,11,8,63,42,21,0.098,0.256,82
Pavel Datsyuk,37,DET,C,0.74,0.24,0.5,2.74,181,8.8,323,56,8.1,98.9,61.4,38.6,19:39,16:36,2:57,66,16,8,8,33,21,12,0.121,0.182,49
Brian Gionta,37,BUF,RW,0.42,0.15,0.27,2.14,169,7.1,275,61.5,-1.8,100.1,42.7,57.3,17:44,14:18,1:59,79,12,11,1,21,16,5,0.013,0.063,33
Shawn Horcoff,37,ANA,C,0.25,0.1,0.15,1.24,73,8.2,116,62.9,-2.9,99.3,40.5,59.5,13:17,11:24,0:14,59,6,5,0,9,8,0,0,0,15
Marian Hossa,37,CHI,RW,0.52,0.2,0.31,2.98,191,6.8,307,62.2,1.7,100.7,54.9,45.1,17:16,13:44,1:57,64,13,8,2,20,12,7,0.031,0.109,33
Andrei Markov,37,MTL,D,0.54,0.06,0.48,1.43,117,4.3,287,40.8,-1.3,100.2,50.2,49.8,23:50,18:06,3:23,82,5,1,4,39,26,13,0.049,0.159,44
Michal Rozsival,37,CHI,D,0.25,0.02,0.24,0.8,41,2.4,90,45.6,0.4,101.1,57.1,42.9,16:10,15:05,0:28,51,1,1,0,12,9,2,0,0.039,13
Rob Scuderi,37,TOT,D,0.16,0,0.16,0.56,35,0,71,49.3,-5.4,101.8,52.9,47.1,15:49,13:59,0:01,63,0,0,0,10,9,0,0,0,10
Dainius Zubrus,37,SJS,C,0.14,0.06,0.08,0.66,33,9.1,65,49.2,-3.3,101.1,47.1,52.9,11:35,10:32,0:03,50,3,3,0,4,4,0,0,0,7
Zdeno Chara,38,BOS,D,0.46,0.11,0.35,1.98,158,5.7,312,50.6,-0.8,100.7,43.9,56.1,24:06,19:14,1:33,80,9,8,1,28,17,9,0.013,0.113,37
Jarome Iginla,38,COL,RW,0.57,0.27,0.3,2.22,182,12.1,342,53.2,-0.8,98.4,49.3,50.7,15:52,12:54,2:55,82,22,9,13,25,19,6,0.159,0.073,47
Willie Mitchell,38,FLA,D,0.15,0.02,0.13,0.72,33,3,77,42.9,-8.4,101.3,35.9,64.1,19:56,16:33,0:07,46,1,1,0,6,6,0,0,0,7
Mark Streit,38,PHI,D,0.37,0.1,0.27,1.77,110,5.5,225,48.9,-1.4,101,47.5,52.5,21:52,17:19,3:06,62,6,4,2,17,11,6,0.032,0.097,23
Shawn Thornton,38,FLA,LW,0.1,0.02,0.08,1.16,58,1.7,88,65.9,-1.9,99.3,57.3,42.7,8:41,8:34,0:06,50,1,1,0,4,4,0,0,0,5
Marek Zidlicky,38,NYI,D,0.3,0.08,0.23,0.91,48,8.3,93,51.6,-2.5,102.5,61.8,38.2,15:35,13:39,1:52,53,4,4,0,12,8,4,0,0.075,16
Eric Boulton,39,NYI,LW,0,0,0,0.5,3,0,5,60,-10.3,93.3,65.2,34.8,9:29,8:40,0:28,6,0,0,0,0,0,0,0,0,0
Dan Boyle,39,NYR,D,0.32,0.14,0.19,1.28,95,10.5,191,49.2,4.4,100.1,60.3,39.7,18:49,15:57,2:10,74,10,7,3,14,7,7,0.041,0.095,24
Matt Cullen,39,PIT,C,0.39,0.2,0.2,1.44,118,13.6,183,64.5,-5.4,99.8,36,64,13:53,11:05,0:15,82,16,13,0,16,13,0,0,0,32
Shane Doan,39,ARI,RW,0.65,0.39,0.26,2.36,170,16.5,291,58.8,2,103,48.1,51.9,17:36,13:53,3:01,72,28,16,12,19,14,5,0.167,0.069,47
Patrik Elias,39,NJD,C,0.5,0.13,0.38,1.31,21,9.5,35,60,1.2,105.7,49.6,50.4,15:26,11:11,3:28,16,2,2,0,6,4,2,0,0.125,8
Jaromir Jagr,43,FLA,RW,0.84,0.34,0.49,1.81,143,18.9,254,56.3,2.9,103.1,48.8,51.2,17:05,14:20,2:42,79,27,22,5,39,33,6,0.063,0.076,66
