,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Player,Age,Tm,Pos,PTS,G,A,S,S,S%,SAtt.,Thru%,CF% rel,PDO,oZS%,dZS%,ATOI,TOI,TOI,GP,G,EV,PP,A,EV,PP,PPG/G,PPA/G,PTS
Chris Stewart,28,ANA,RW,0.36,0.14,0.21,1.39,78,10.3,132,58.3,-0.7,100.8,53.5,46.5,10:48,9:41,1:05,56,8,7,1,12,8,4,0.018,0.071,20
Brian Strait,28,NYI,D,0.12,0.02,0.1,0.83,43,2.3,110,39.1,-4.1,100.9,54.3,45.7,15:26,13:49,0:02,52,1,1,0,5,4,0,0,0,6
Ben Street,28,COL,C,0,0,0,1.14,8,0,10,80,-10.5,97.8,32.1,67.9,7:21,7:20,0:00,7,0,0,0,0,0,0,0,0,0
Chris VandeVelde,28,PHI,C,0.18,0.03,0.15,0.97,77,2.6,128,60.2,-6.1,99.7,49.2,50.8,13:33,11:09,0:06,79,2,1,0,12,12,0,0,0,14
Marc-Edouard Vlasic,28,SJS,D,0.58,0.12,0.46,1.73,116,6.9,280,41.4,2.4,101.3,43.6,56.4,23:08,18:52,2:00,67,8,6,2,31,21,8,0.03,0.119,39
Mike Weber,28,TOT,D,0.11,0.02,0.09,0.89,40,2.5,77,51.9,1.1,100.6,49.3,50.7,15:29,13:58,0:00,45,1,1,0,4,4,0,0,0,5
Harry Zolnierczyk,28,ANA,LW,0,0,0,1,1,0,1,100,-6.7,66.7,80,20,8:48,8:48,0:00,1,0,0,0,0,0,0,0,0,0
Mats Zuccarello,28,NYR,RW,0.75,0.32,0.43,2.05,166,15.7,321,51.7,1.4,101.1,59,41,18:29,15:38,2:42,81,26,19,7,35,24,11,0.086,0.136,61
Cody Bass,29,NSH,C,0,0,0,0.65,11,0,16,68.8,-17,98.6,5.5,94.5,7:40,7:27,0:00,17,0,0,0,0,0,0,0,0,0
Bryan Bickell,29,CHI,LW,0.08,0,0.08,0.84,21,0,44,47.7,0.2,96.5,73.7,26.3,9:47,9:34,0:12,25,0,0,0,2,2,0,0,0,2
Mike Blunden,29,TBL,RW,0.25,0.15,0.1,0.7,14,21.4,28,50,-5,105.5,46.2,53.8,8:39,8:25,0:13,20,3,3,0,2,2,0,0,0,5
Jared Boll,29,CBJ,RW,0.2,0.04,0.16,1.04,11,9.1,22,50,-16.6,100.5,43.9,56.1,6:39,6:32,0:02,30,1,1,0,2,2,0,0,0,3
Dave Bolland,29,FLA,C,0.07,0.04,0.04,1.04,26,3.8,52,50,-5.8,100,43.1,56.9,14:06,11:18,0:47,25,1,1,0,4,1,3,0,0.12,5
Brandon Bollig,29,CGY,LW,0.1,0.03,0.07,0.37,56,3.6,95,58.9,-5.3,95.7,38.6,61.4,9:17,9:13,0:03,54,2,2,0,2,2,0,0,0,4
Tyler Bozak,29,TOR,C,0.61,0.21,0.4,1.74,99,12.1,183,54.1,3.8,99,57.2,42.8,17:20,14:26,2:42,57,12,9,3,23,16,7,0.053,0.123,35
Chris Butler,29,STL,D,0,0,0,0.8,4,0,7,57.1,-9.8,100.3,50,50,11:30,10:51,0:20,5,0,0,0,0,0,0,0,0,0
Kyle Chipchura,29,ARI,C,0.17,0.06,0.11,0.67,47,8.5,87,54,-2.8,98.2,36.8,63.2,10:13,9:21,0:08,70,4,4,0,8,7,1,0,0.014,12
Blake Comeau,29,COL,LW,0.44,0.15,0.3,1.75,142,8.5,251,56.6,3,98.5,37.6,62.4,17:38,13:53,1:44,81,12,8,2,24,18,6,0.025,0.074,36
Erik Condra,29,TBL,RW,0.2,0.11,0.09,1.07,58,10.3,96,60.4,3.1,96.9,47.7,52.3,10:42,9:27,0:04,54,6,6,0,5,5,0,0,0,11
David Desharnais,29,MTL,C,0.45,0.17,0.28,1.38,90,12.2,142,63.4,-1.8,98.6,53.5,46.5,16:00,13:40,2:18,65,11,8,3,18,16,2,0.046,0.031,29
Andrew Desjardins,29,CHI,LW,0.17,0.1,0.06,1.25,96,8.3,184,52.7,-1.3,97.8,27.1,72.9,13:23,11:29,0:04,77,8,8,0,5,5,0,0,0,13
Derek Dorsett,29,VAN,RW,0.23,0.07,0.15,1.28,91,5.5,147,61.9,-2,97.8,45.9,54.1,12:35,11:40,0:07,71,5,5,0,11,10,0,0,0,16
Brandon Dubinsky,29,CBJ,C,0.64,0.23,0.41,2.11,158,10.8,288,54.9,2.4,97.8,44.3,55.7,18:46,14:33,2:13,75,17,12,5,31,26,5,0.067,0.067,48
Alexander Edler,29,VAN,D,0.38,0.12,0.27,2.13,111,5.4,248,44.8,-0.2,98.7,42.4,57.6,24:27,18:37,3:15,52,6,3,3,14,8,6,0.058,0.115,20
Alexei Emelin,29,MTL,D,0.17,0,0.17,0.99,71,0,195,36.4,-0.1,98.2,43.7,56.3,20:30,18:07,0:15,72,0,0,0,12,12,0,0,0,12
Colin Greening,29,TOT,LW,0.48,0.23,0.26,1.87,58,12.1,102,56.9,1.6,99.8,50,50,14:06,11:40,2:24,31,7,6,1,8,7,1,0.032,0.032,15
Carl Gunnarsson,29,STL,D,0.13,0.04,0.08,0.71,51,5.9,116,44,-4.1,101.1,48.5,51.5,17:23,15:15,0:06,72,3,2,1,6,6,0,0.014,0,9
Micheal Haley,29,SJS,C,0.06,0.06,0,0.63,10,10,15,66.7,-8.6,96.8,48.6,51.4,7:06,7:04,0:01,16,1,1,0,0,0,0,0,0,1
Jannik Hansen,29,VAN,RW,0.57,0.33,0.24,1.75,117,18.8,190,61.6,1,104.3,58.6,41.4,16:26,14:16,0:24,67,22,20,1,16,16,0,0.015,0,38
Darren Helm,29,DET,C,0.34,0.17,0.17,2.14,165,7.9,291,56.7,-0.3,99.8,45.1,54.9,15:04,12:31,0:43,77,13,13,0,13,13,0,0,0,26
Patric Hornqvist,29,PIT,RW,0.62,0.27,0.35,3.13,257,8.6,392,65.6,5.5,100.5,56.3,43.7,16:51,13:47,3:02,82,22,13,9,29,23,6,0.11,0.073,51
Jack Johnson,29,CBJ,D,0.23,0.1,0.13,1.43,86,7,205,42,-2.8,98.3,44.6,55.4,24:11,18:54,2:22,60,6,3,3,8,5,3,0.05,0.05,14
Tyler Kennedy,29,NJD,C,0.32,0.06,0.26,1.44,72,4.2,125,57.6,5.3,95,43.2,56.8,13:26,11:59,1:22,50,3,2,1,13,8,5,0.02,0.1,16
Rob Klinkhammer,29,EDM,LW,0.07,0.07,0,0.71,10,10,26,38.5,-9.1,90.8,45.6,54.4,9:25,8:59,0:00,14,1,1,0,0,0,0,0,0,1
Leo Komarov,29,TOR,C,0.54,0.28,0.25,1.94,130,14.6,217,59.9,3.2,97,50.8,49.2,17:50,13:56,2:13,67,19,14,4,17,14,3,0.06,0.045,36
Lauri Korpikoski,29,EDM,LW,0.31,0.14,0.17,1.24,88,11.4,148,59.5,-7.8,98.1,42.6,57.4,13:56,11:07,0:48,71,10,7,2,12,8,4,0.028,0.056,22
David Krejci,29,BOS,C,0.88,0.24,0.64,1.99,143,11.9,292,49,1.3,100.7,51.7,48.3,20:18,15:34,3:13,72,17,13,4,46,29,14,0.056,0.194,63
Nikolai Kulemin,29,NYI,LW,0.27,0.11,0.16,1.14,92,9.8,161,57.1,-3.3,103.6,47.8,52.2,14:04,11:57,0:03,81,9,9,0,13,13,0,0,0,22
Trevor Lewis,29,LAK,C,0.21,0.11,0.11,2.23,167,4.8,265,63,-0.6,95.5,55.2,44.8,14:34,12:39,0:21,75,8,7,0,8,7,1,0,0.013,16
Andrew MacDonald,29,PHI,D,0.29,0.04,0.25,0.71,20,5,59,33.9,-6.4,103.2,53.3,46.7,20:07,17:33,0:45,28,1,1,0,7,5,2,0,0.071,8
Evgeni Malkin,29,PIT,C,1.02,0.47,0.54,2.84,162,16.7,285,56.8,4.7,99,65.7,34.3,19:22,15:17,3:49,57,27,16,11,31,15,16,0.193,0.281,58
John McCarthy,29,SJS,LW,0,0,0,0,0,,0,,-43.8,,50,50,7:05,7:05,0:00,1,0,0,0,0,0,0,0,0,0
Adam McQuaid,29,BOS,D,0.14,0.02,0.13,0.66,42,2.4,106,38.7,-2.6,100.7,48.9,51.1,18:02,15:34,0:02,64,1,1,0,8,8,0,0,0,9
Nikita Nikitin,29,EDM,D,0.09,0,0.09,1.09,12,0,33,36.4,3.1,94,55,45,14:48,14:29,0:17,11,0,0,0,1,1,0,0,0,1
Matt Niskanen,29,WSH,D,0.39,0.06,0.33,1.83,150,3.3,336,44.9,-0.7,100.8,43.3,56.7,24:40,19:23,2:24,82,5,3,2,27,13,14,0.024,0.171,32
Cal O'Reilly,29,BUF,C,0.35,0.15,0.2,0.5,10,30,14,71.4,-2.6,101.3,53,47,11:11,9:10,1:57,20,3,2,1,4,3,1,0.05,0.05,7
T.J. Oshie,29,WSH,RW,0.64,0.33,0.31,2.31,185,14.1,319,57.7,0,102.4,50.4,49.6,18:58,14:31,3:01,80,26,15,11,25,19,6,0.138,0.075,51
Roman Polak,29,TOT,D,0.2,0.01,0.19,1.15,91,1.1,217,41.9,-3.3,101.4,47.7,52.3,19:09,16:13,0:03,79,1,1,0,15,15,0,0,0,16
Kevin Porter,29,PIT,C,0.07,0,0.07,0.83,34,0,57,59.6,-5.4,98.7,36.7,63.3,11:19,9:24,0:03,41,0,0,0,3,3,0,0,0,3
Benoit Pouliot,29,EDM,LW,0.65,0.25,0.4,1.98,109,12.8,173,62.4,3.5,98.2,53.9,46.1,16:03,13:16,2:21,55,14,8,5,22,18,4,0.091,0.073,36
Nate Prosser,29,MIN,D,0.06,0,0.06,0.37,20,0,44,45.5,-4.3,99,37.7,62.3,11:23,10:08,0:00,54,0,0,0,3,2,0,0,0,3
Matt Read,29,PHI,RW,0.33,0.14,0.19,1.61,127,8.7,215,59.1,2.7,97.9,47.8,52.2,15:15,12:15,1:19,79,11,9,2,15,10,5,0.025,0.063,26
Ryan Reaves,29,STL,RW,0.06,0.05,0.02,0.48,31,9.7,55,56.4,-4.2,97.7,48.3,51.7,8:02,8:00,0:01,64,3,3,0,1,1,0,0,0,4
Derek Ryan,29,CAR,C,0.33,0.33,0,0.83,5,40,9,55.6,11.8,100.9,50,50,12:12,11:18,0:53,6,2,1,1,0,0,0,0.167,0,2
Jeff Schultz,29,LAK,D,0,0,0,1,1,0,1,100,10.5,85.7,30,70,18:15,14:34,0:00,1,0,0,0,0,0,0,0,0,0
Andrej Sekera,29,EDM,D,0.37,0.07,0.3,1.91,155,3.9,343,45.2,0.1,98.3,45.8,54.2,21:50,17:53,2:19,81,6,4,2,24,11,12,0.025,0.148,30
Ladislav Smid,29,CGY,D,0,0,0,0.5,11,0,24,45.8,-2.9,93.2,47.7,52.3,11:35,11:02,0:05,22,0,0,0,0,0,0,0,0,0
Marc Staal,29,NYR,D,0.19,0.03,0.17,0.84,65,3.1,145,44.8,-3.1,101.7,39.8,60.2,19:41,17:17,0:06,77,2,2,0,13,13,0,0,0,15
Anton Stralman,29,TBL,D,0.47,0.12,0.34,1.74,127,7.1,247,51.4,4,101,55.3,44.7,22:05,17:04,2:55,73,9,8,1,25,14,11,0.014,0.151,34
Matt Taormina,29,TBL,D,0,0,0,0.67,2,0,5,40,-4.4,103.5,45.5,54.5,13:56,13:06,0:42,3,0,0,0,0,0,0,0,0,0
Kris Versteeg,29,TOT,RW,0.49,0.19,0.3,2.03,156,9.6,288,54.2,6.2,97.6,59.7,40.3,15:23,13:35,1:45,77,15,13,2,23,16,7,0.026,0.091,38
Blake Wheeler,29,WPG,RW,0.95,0.32,0.63,3.12,256,10.2,459,55.8,5.7,99.6,53.7,46.3,19:47,15:20,3:09,82,26,21,3,52,36,14,0.037,0.171,78
Keith Yandle,29,NYR,D,0.57,0.06,0.51,1.95,160,3.1,363,43.8,4.6,99.8,66.7,33.3,19:58,17:18,2:36,82,5,3,2,42,22,20,0.024,0.244,47
Mike Angelidis,30,TBL,LW,0.25,0.25,0,0.25,1,100,6,16.7,-5.1,116.7,41.2,58.8,9:00,8:30,0:14,4,1,1,0,0,0,0,0,0,1
Jay Beagle,30,WSH,RW,0.3,0.14,0.16,1.3,74,10.8,122,59.8,-2.9,100.2,41.5,58.5,14:01,11:58,0:03,57,8,8,0,9,9,0,0,0,17
Pierre-Edouard Bellemare,30,PHI,LW,0.19,0.09,0.09,1.38,102,6.9,199,51.3,-5.7,98.9,49.3,50.7,13:34,10:55,0:03,74,7,6,0,7,6,0,0,0,14
Patrice Bergeron,30,BOS,C,0.85,0.4,0.45,3.53,282,11.3,455,62,8.7,99.2,46,54,19:50,14:40,2:59,80,32,19,12,36,21,13,0.15,0.163,68
Steve Bernier,30,NYI,RW,0.25,0.04,0.21,1.13,27,3.7,43,62.8,-3.8,103.1,46.6,53.4,11:14,10:55,0:18,24,1,1,0,5,5,0,0,0,6
Troy Brouwer,30,STL,RW,0.48,0.22,0.26,1.73,142,12.7,244,58.2,-4.2,100.9,40,60,17:00,13:42,1:48,82,18,11,7,21,18,3,0.085,0.037,39
Mike Brown,30,TOT,RW,0.09,0.03,0.05,0.88,51,3.9,89,57.3,-6.2,98.2,46.1,53.9,7:48,7:40,0:02,58,2,2,0,3,3,0,0,0,5
Brent Burns,30,SJS,D,0.91,0.33,0.59,4.3,353,7.6,624,56.4,2.9,98.6,51.2,48.8,25:52,19:37,4:05,82,27,19,7,48,24,23,0.085,0.28,75
Dustin Byfuglien,30,WPG,D,0.65,0.23,0.42,3.05,247,7.7,482,51.2,5.2,99.3,52.9,47.1,25:12,19:50,3:21,81,19,15,3,34,19,14,0.037,0.173,53
Ryan Callahan,30,TBL,RW,0.38,0.14,0.25,2.14,156,6.4,284,54.9,-1.8,99.1,53.8,46.2,17:14,13:11,2:19,73,10,8,2,18,16,2,0.027,0.027,28
Braydon Coburn,30,TBL,D,0.13,0.01,0.11,1.15,92,1.1,191,48.2,-1.8,101.9,49.1,50.9,16:45,14:22,0:04,80,1,1,0,9,8,0,0,0,10
Adam Cracknell,30,TOT,RW,0.19,0.1,0.1,1.31,68,7.4,120,56.7,-0.9,100.3,43.7,56.3,12:14,11:28,0:07,52,5,5,0,5,5,0,0,0,10
Loui Eriksson,30,BOS,RW,0.77,0.37,0.4,2.24,184,16.3,268,68.7,3.4,101,51.5,48.5,19:29,14:44,2:54,82,30,18,10,33,25,7,0.122,0.085,63
Eric Fehr,30,PIT,C,0.25,0.15,0.11,1.35,74,10.8,125,59.2,-6.8,97.7,28.2,71.8,13:03,10:12,0:22,55,8,4,0,6,5,1,0,0.018,14
Ryan Garbutt,30,TOT,C,0.18,0.09,0.09,1.69,135,5.2,242,55.8,1.4,96.3,49,51,10:50,10:05,0:05,80,7,6,0,7,7,0,0,0,14
Ryan Getzlaf,30,ANA,C,0.82,0.17,0.65,2.31,178,7.3,351,50.7,3.8,100.2,51.4,48.6,19:30,15:12,2:50,77,13,7,6,50,33,16,0.078,0.208,63
Alex Goligoski,30,DAL,D,0.45,0.06,0.39,1.55,127,3.9,298,42.6,1.4,101.6,50.3,49.7,23:50,19:32,1:57,82,5,4,1,32,27,4,0.012,0.049,37
Mike Green,30,DET,D,0.47,0.09,0.38,1.68,124,5.6,255,48.6,6.1,98,70.5,29.5,19:46,16:51,2:46,74,7,2,5,28,13,15,0.068,0.203,35
Matt Hunwick,30,TOR,D,0.17,0.03,0.13,1.23,74,2.7,183,40.4,-6.9,98.5,42.5,57.5,22:34,18:39,0:11,60,2,2,0,8,6,2,0,0.033,10
Mike Kostka,30,OTT,D,0.07,0,0.07,0.6,9,0,17,52.9,-5.5,106.5,40.3,59.7,14:51,14:16,0:00,15,0,0,0,1,1,0,0,0,1
Andrew Ladd,30,TOT,LW,0.59,0.32,0.27,2.32,181,13.8,351,51.3,-0.3,97.9,52,48,18:55,14:21,2:42,78,25,13,10,21,17,4,0.128,0.051,46
Bryan Lerg,30,SJS,C,0,0,0,0.67,4,0,7,57.1,-24.7,105.9,38.1,61.9,8:53,8:19,0:00,6,0,0,0,0,0,0,0,0,0
Mark Letestu,30,EDM,C,0.3,0.12,0.18,1.3,107,9.3,198,54,-5.6,96.8,37.5,62.5,15:47,11:18,2:00,82,10,5,3,15,5,9,0.037,0.11,25
Clarke MacArthur,30,OTT,LW,0,0,0,1,4,0,8,50,13.3,94.1,56.5,43.5,10:52,9:55,0:48,4,0,0,0,0,0,0,0,0,0
Marc Methot,30,OTT,D,0.17,0.07,0.1,1.07,74,6.8,132,56.1,-1.5,103,48.8,51.2,20:39,18:24,0:03,69,5,5,0,7,7,0,0,0,12
Alex Ovechkin,30,WSH,LW,0.9,0.63,0.27,5.04,398,12.6,690,57.5,4,102.3,52.1,47.9,20:19,16:00,4:17,79,50,31,19,21,16,5,0.241,0.063,71
Corey Perry,30,ANA,RW,0.76,0.41,0.34,2.62,215,15.8,384,56,0.1,100.4,58,42,17:42,14:47,2:52,82,34,22,12,28,16,12,0.146,0.146,62
Dion Phaneuf,30,TOT,D,0.45,0.06,0.39,2.03,144,2.8,354,40.7,1.7,99.4,53.1,46.9,22:21,17:39,2:51,71,4,4,0,28,17,9,0,0.127,32
Teddy Purcell,30,TOT,RW,0.57,0.18,0.38,1.96,149,9.4,284,52.5,2.2,98,53.7,46.3,16:50,13:45,2:31,76,14,12,2,29,20,8,0.026,0.105,43
Kyle Quincey,30,DET,D,0.23,0.09,0.15,1.32,62,6.5,113,54.9,-5.7,100.4,46,54,19:46,17:24,0:04,47,4,4,0,7,7,0,0,0,11
Mason Raymond,30,CGY,LW,0.17,0.14,0.03,1.83,53,7.5,87,60.9,-1.9,99.5,51.7,48.3,12:20,10:59,1:20,29,4,4,0,1,1,0,0,0,5
Mike Richards,30,WSH,C,0.38,0.13,0.24,1.43,46,4.3,78,60.3,-0.9,99,46.6,53.4,12:11,9:50,0:03,39,2,2,0,3,3,0,0,0,5
Brad Richardson,30,ARI,RW,0.13,0.05,0.08,1.18,117,9.4,209,56,-1.3,103.5,46.6,53.4,15:37,13:40,0:15,82,11,11,0,20,20,0,0,0,31
Mike Santorelli,30,ANA,C,0.26,0.13,0.13,1.16,81,11.1,131,61.8,-1.7,98.3,58.5,41.5,10:06,9:31,0:33,70,9,8,1,9,7,2,0.014,0.029,18
Brent Seabrook,30,CHI,D,0.6,0.17,0.43,2.06,167,8.4,354,47.2,-4.2,100.7,55.3,44.7,22:49,18:10,2:51,81,14,8,6,35,16,19,0.074,0.235,49
Carl Soderberg,30,COL,C,0.62,0.15,0.48,1.99,163,7.4,267,61,1.3,99.7,38.2,61.8,18:01,13:45,2:15,82,12,8,3,39,27,11,0.037,0.134,51
Drew Stafford,30,WPG,RW,0.49,0.27,0.22,2.4,187,11.2,289,64.7,0.2,94.7,53.7,46.3,17:52,14:40,2:09,78,21,14,6,17,12,3,0.077,0.038,38
Viktor Stalberg,30,NYR,LW,0.27,0.12,0.15,1.67,125,7.2,211,59.2,0,102.1,47.2,52.8,12:12,10:53,0:02,75,9,9,0,11,11,0,0,0,20
Paul Stastny,30,STL,C,0.77,0.16,0.61,1.61,103,9.7,179,57.5,2.3,100,51.8,48.2,19:09,15:24,2:20,64,10,8,2,39,27,12,0.031,0.188,49
Clayton Stoner,30,ANA,D,0.12,0.02,0.1,0.64,32,3.1,71,45.1,-0.5,100.7,51.2,48.8,15:22,13:30,0:03,50,1,1,0,5,4,0,0,0,6
Joe Vitale,30,ARI,C,0,0,0,1,1,0,2,50,4.5,150,66.7,33.3,6:13,5:11,0:16,1,0,0,0,0,0,0,0,0,0
Shea Weber,30,NSH,D,0.65,0.26,0.4,2.42,189,10.6,380,49.7,-2.2,97.9,50.8,49.2,25:23,19:28,3:03,78,20,6,14,31,18,12,0.179,0.154,51
Daniel Winnik,30,TOT,C,0.25,0.08,0.17,1.33,101,5.9,166,60.8,-3.1,101.2,41.2,58.8,13:43,11:39,0:19,76,6,6,0,13,13,0,0,0,19
Travis Zajac,30,NJD,C,0.57,0.19,0.38,1.5,111,12.6,186,59.7,-0.5,102,41.3,58.7,19:51,14:38,2:29,74,14,6,6,28,16,11,0.081,0.149,42
David Backes,31,STL,C,0.57,0.27,0.3,2.13,168,12.5,270,62.2,-0.9,100.2,38.6,61.4,19:14,14:56,2:29,79,21,13,8,24,19,5,0.101,0.063,45
Brian Boyle,31,TBL,C,0.26,0.17,0.09,1.54,117,11.1,199,58.8,-0.9,96.7,46.6,53.4,12:55,10:31,0:38,76,13,9,2,7,6,1,0.026,0.013,20
Kyle Brodziak,31,STL,C,0.14,0.09,0.05,0.64,49,14.3,104,47.1,-1.8,99.2,35,65,10:48,8:59,0:02,76,7,4,0,4,4,0,0,0,11
Dustin Brown,31,LAK,RW,0.34,0.13,0.21,2.66,218,5,374,58,2.3,97.6,55.4,44.6,16:10,13:37,1:00,82,11,9,2,17,15,1,0.024,0.012,28
Matt Carle,31,TBL,D,0.14,0.03,0.11,0.84,54,3.7,112,48.2,-6.9,101,46.2,53.8,16:47,14:58,0:21,64,2,2,0,7,7,0,0,0,9
Jeff Carter,31,LAK,C,0.81,0.31,0.49,3.14,242,9.9,447,54.1,-0.9,101.1,59.3,40.7,18:23,14:26,2:17,77,24,19,4,38,29,8,0.052,0.104,62
David Clarkson,31,CBJ,RW,0.17,0.09,0.09,1.04,24,8.3,33,72.7,-7.6,95.6,51.8,48.2,9:13,8:55,0:16,23,2,2,0,2,2,0,0,0,4
Patrick Eaves,31,DAL,RW,0.31,0.2,0.11,1.59,86,12.8,160,53.8,-0.4,99.1,50.4,49.6,12:58,10:36,2:01,54,11,6,5,6,4,2,0.093,0.037,17
Toby Enstrom,31,WPG,D,0.22,0.03,0.19,0.69,50,4,120,41.7,0.4,101,51.4,48.6,20:51,17:57,1:21,72,2,2,0,14,13,1,0,0.014,16
Jonathan Ericsson,31,DET,D,0.21,0.04,0.17,0.96,68,4.4,154,44.2,-3.9,101.4,48.2,51.8,18:32,15:48,0:06,71,3,3,0,12,12,0,0,0,15
Valtteri Filppula,31,TBL,C,0.41,0.11,0.3,1.33,101,7.9,162,61.7,-1,98.2,49.8,50.2,18:15,13:52,2:44,76,8,6,1,23,16,7,0.013,0.092,31
Tomas Fleischmann,31,TOT,LW,0.33,0.18,0.14,1.62,123,11.4,213,57.7,-2.5,98.1,43,57,15:13,13:07,0:35,76,14,13,0,11,10,1,0,0.013,25
Jason Garrison,31,TBL,D,0.15,0.07,0.08,1.38,99,5.1,200,49.5,-3,99.5,47.7,52.3,18:28,15:55,0:39,72,5,5,0,6,6,0,0,0,11
Dan Girardi,31,NYR,D,0.23,0.03,0.2,1.04,77,2.6,149,51.7,-8.6,104.6,40.6,59.4,20:19,17:28,0:07,74,2,2,0,15,14,0,0,0,17
Josh Gorges,31,BUF,D,0.16,0.03,0.13,0.74,57,3.5,139,41,-4.5,100,40.8,59.2,20:28,18:07,0:04,77,2,2,0,10,10,0,0,0,12
Nicklas Grossmann,31,ARI,D,0.12,0.05,0.07,0.72,42,7.1,91,46.2,-5.9,100.6,39.3,60.7,17:47,14:43,0:01,58,3,3,0,4,4,0,0,0,7
David Jones,31,TOT,RW,0.24,0.15,0.09,1.12,84,13.1,158,53.2,-6.1,100.8,39.9,60.1,12:26,11:59,0:22,75,11,10,1,7,7,0,0.013,0,18
Ryan Kesler,31,ANA,C,0.67,0.27,0.41,2.08,164,12.8,348,47.4,1.1,99.4,38.8,61.2,19:32,14:44,2:02,79,21,15,5,32,22,10,0.063,0.127,53
Kevin Klein,31,NYR,D,0.38,0.13,0.25,1,69,13,154,44.8,2.2,103,44.7,55.3,20:23,17:49,0:27,69,9,9,0,17,16,1,0,0.014,26
Ben Lovejoy,31,PIT,D,0.15,0.06,0.09,1.36,90,4.4,172,52.3,-1.5,100.2,40.8,59.2,18:52,16:18,0:04,66,4,4,0,6,5,0,0,0,10
Colin McDonald,31,PHI,RW,0.2,0.2,0,0.8,4,25,6,66.7,-8.4,103.2,85.7,14.3,8:09,8:08,0:00,5,1,1,0,0,0,0,0,0,1
Cody McLeod,31,COL,LW,0.16,0.1,0.06,0.89,73,11,107,68.2,-1.3,101.5,38.3,61.8,10:32,9:35,0:09,82,8,7,1,5,5,0,0.012,0,13
Milan Michalek,31,TOT,LW,0.36,0.16,0.2,1.42,64,10.9,119,53.8,-4.4,101.8,37.5,62.5,16:07,12:16,2:54,45,7,4,3,9,6,3,0.067,0.067,16
Drew Miller,31,DET,LW,0.07,0.04,0.04,0.96,27,3.7,44,61.4,-14.3,98.8,27.5,72.5,12:58,9:55,0:04,28,1,1,0,1,1,0,0,0,2
John Mitchell,31,COL,C,0.3,0.14,0.15,1.42,101,9.9,165,61.2,-1.6,99.9,39.5,60.5,15:15,12:37,0:36,71,10,10,0,11,10,1,0,0.014,21
Torrey Mitchell,31,MTL,C,0.27,0.15,0.11,0.97,69,15.9,102,67.6,-4.3,99.7,32.2,67.8,12:41,10:59,0:06,71,11,10,0,8,6,0,0,0,19
Rick Nash,31,NYR,LW,0.6,0.25,0.35,3.05,183,8.2,320,57.2,0.9,102.7,59.1,40.9,16:56,13:26,2:07,60,15,11,4,21,18,2,0.067,0.033,36
Frans Nielsen,31,NYI,C,0.64,0.25,0.4,2.23,181,11,322,56.2,2.4,100.1,48.2,51.8,17:43,13:00,2:43,81,20,11,7,32,19,13,0.086,0.16,52
Daniel Paille,31,NYR,LW,0,0,0,0.92,11,0,16,68.8,-16.6,99.4,23.7,76.3,11:25,9:43,0:00,12,0,0,0,0,0,0,0,0,0
Adam Pardy,31,TOT,D,0.17,0,0.17,0.96,22,0,43,51.2,-3.1,94.9,56.4,43.6,15:53,13:27,0:01,23,0,0,0,4,3,0,0,0,4
Zach Parise,31,MIN,LW,0.76,0.36,0.4,3.34,234,10.7,385,60.8,2.6,99.5,61.7,38.3,19:18,15:35,3:23,70,25,18,7,28,17,11,0.1,0.157,53
Joe Pavelski,31,SJS,C,0.95,0.46,0.49,2.73,224,17,395,57,6.1,101.9,55.4,44.6,19:49,15:35,3:39,82,38,26,12,40,24,16,0.146,0.195,78
Chris Porter,31,MIN,LW,0.11,0.07,0.05,0.74,45,8.9,86,52.3,-8,98.9,32.1,67.9,9:38,8:26,0:01,61,4,4,0,3,3,0,0,0,7
Brandon Prust,31,VAN,LW,0.2,0.03,0.17,0.54,19,5.3,37,51.4,-1.2,99.8,44.2,55.8,12:47,12:00,0:07,35,1,1,0,6,6,0,0,0,7
Alexander Semin,31,MTL,LW,0.27,0.07,0.2,1.2,18,5.6,41,43.9,6.3,100.9,58.1,41.9,12:20,10:15,2:05,15,1,1,0,3,3,0,0,0,4
Eric Staal,31,TOT,C,0.47,0.16,0.31,2.4,199,6.5,378,52.6,6.7,98.6,57.1,42.9,18:33,15:37,2:34,83,13,12,1,26,20,6,0.012,0.072,39
Alex Steen,31,STL,LW,0.78,0.25,0.52,2.57,172,9.9,292,58.9,-1.4,100.1,50.4,49.6,20:22,15:37,2:57,67,17,14,2,35,16,19,0.03,0.284,52
Tyson Strachan,31,MIN,D,0,0,0,0,0,,2,0,16.9,114.3,40,60,7:33,7:32,0:01,2,0,0,0,0,0,0,0,0,0
Mark Stuart,31,WPG,D,0.05,0.02,0.03,0.61,39,2.6,105,37.1,-6.7,98.3,50.9,49.1,16:21,13:25,0:01,64,1,1,0,2,1,0,0,0,3
Ryan Suter,31,MIN,D,0.62,0.1,0.52,2.29,188,4.3,383,49.1,4.1,100.3,53.5,46.5,28:36,22:56,3:40,82,8,4,3,43,24,18,0.037,0.22,51
Maxime Talbot,31,BOS,C,0.18,0.05,0.13,0.76,29,6.9,43,67.4,-10.6,96.6,37.4,62.6,11:13,9:20,0:04,38,2,2,0,5,4,1,0,0.026,7
